,Ob,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
3188,15934,23,70,79,1780,1.0,3.0,3.0,68.0,159.0,64.76923076923077,86.73617379884035,4900,0.0,0.0
3189,15935,20,60,71,1611,1.0,3.0,2.0,67.0,150.0,57.07692307692308,9.313225746154785,3600,0.0,0.0
3190,15936,26,70,71,1748,1.0,3.0,3.0,68.0,152.0,60.57692307692308,86.73617379884035,4900,0.0,10681.0
3191,15937,22,67,75,1138,1.0,2.0,1.0,75.0,176.0,0.0,44.40892098500626,4489,0.0,0.0
3192,15938,28,70,70,1814,1.0,3.0,3.0,67.0,154.0,62.61538461538461,86.73617379884035,4900,0.0,0.0
3193,15939,24,66,70,1706,1.0,2.0,2.0,74.0,161.0,59.23076923076923,35.52713678800501,4356,0.0,0.0
3194,15940,28,76,76,1907,1.0,4.0,3.0,72.0,157.0,68.03846153846153,330.8722450212111,5776,0.0,22976.0
3195,15941,31,66,66,1486,1.0,3.0,2.0,74.0,183.0,52.34615384615385,35.52713678800501,4356,0.0,0.0
3196,15942,19,60,75,1536,1.0,3.0,2.0,73.0,170.0,53.0,9.313225746154785,3600,0.0,0.0
3197,15943,23,64,73,1432,1.0,3.0,2.0,76.0,187.0,52.76923076923077,22.737367544323206,4096,0.0,0.0
3198,15944,30,65,65,1491,1.0,3.0,2.0,75.0,172.0,52.76923076923077,28.421709430404007,4225,0.0,0.0
3199,15945,36,71,71,1770,2.0,3.0,2.0,71.0,179.0,59.23076923076923,108.42021724855044,5041,0.0,0.0
3200,15946,36,64,64,1445,1.0,3.0,2.0,72.0,172.0,50.57692307692308,22.737367544323206,4096,0.0,0.0
3201,15947,21,72,84,1797,1.0,3.0,3.0,68.0,154.0,64.23076923076923,135.52527156068805,5184,0.0,0.0
3202,15948,30,75,75,2062,2.0,4.0,3.0,69.0,172.0,73.07692307692308,264.6977960169689,5625,0.0,11330.0
3203,15949,27,64,67,1573,1.0,4.0,2.0,71.0,165.0,57.61538461538461,22.737367544323206,4096,0.0,18506.0
3204,15950,20,58,66,1595,1.0,2.0,2.0,70.0,152.0,56.26923076923077,5.9604644775390625,3364,0.0,7842.0
3205,15951,27,68,69,1652,1.0,4.0,2.0,74.0,198.0,57.5,55.51115123125783,4624,0.0,0.0
3206,15952,22,63,72,1586,1.0,3.0,3.0,70.0,137.0,56.30769230769231,18.189894035458565,3969,0.0,0.0
3207,15953,32,76,76,2103,2.0,4.0,4.0,68.0,154.0,76.03846153846153,330.8722450212111,5776,0.0,0.0
3208,15954,22,57,66,1298,1.0,2.0,2.0,70.0,176.0,44.23076923076923,4.76837158203125,3249,0.0,0.0
3209,15955,28,76,76,2014,2.0,3.0,4.0,72.0,154.0,73.84615384615384,330.8722450212111,5776,0.0,10228.0
3210,15956,26,65,68,1097,1.0,3.0,1.0,76.0,194.0,0.0,28.421709430404007,4225,0.0,0.0
3211,15957,30,58,58,979,1.0,3.0,1.0,76.0,172.0,0.0,5.9604644775390625,3364,0.0,41214.0
3212,15958,28,70,70,1696,2.0,3.0,2.0,74.0,192.0,60.11538461538461,86.73617379884035,4900,0.0,14374.0
3213,15959,17,50,71,853,1.0,2.0,1.0,74.0,150.0,0.0,1.0,2500,0.0,0.0
3214,15960,24,78,83,2078,2.0,3.0,3.0,72.0,163.0,76.07692307692308,516.9878828456423,6084,134.0,0.0
3215,15961,31,69,69,1841,1.0,3.0,3.0,69.0,154.0,64.42307692307692,69.38893903907228,4761,0.0,0.0
3216,15962,27,66,66,1818,1.0,2.0,3.0,67.0,141.0,64.53846153846153,35.52713678800501,4356,0.0,0.0
3217,15963,24,75,78,1935,1.0,3.0,3.0,73.0,187.0,73.0,264.6977960169689,5625,0.0,15567.0
3218,15964,28,74,74,2058,1.0,4.0,3.0,70.0,176.0,72.6923076923077,211.75823681357508,5476,0.0,15854.0
3219,15965,23,68,73,1780,1.0,4.0,2.0,73.0,174.0,64.61538461538461,55.51115123125783,4624,0.0,0.0
3220,15966,22,62,68,1575,1.0,1.0,2.0,70.0,148.0,58.65384615384615,14.551915228366852,3844,0.0,0.0
3221,15967,33,62,62,1476,1.0,3.0,3.0,73.0,165.0,51.19230769230769,14.551915228366852,3844,0.0,0.0
3222,15968,20,66,77,1743,1.0,3.0,2.0,69.0,165.0,63.42307692307692,35.52713678800501,4356,0.0,0.0
3223,15969,24,63,68,1702,1.0,3.0,2.0,70.0,163.0,57.46153846153846,18.189894035458565,3969,0.0,0.0
3224,15970,21,72,82,1865,1.0,2.0,3.0,71.0,179.0,68.88461538461539,135.52527156068805,5184,0.0,0.0
3225,15971,24,66,71,1662,1.0,3.0,2.0,70.0,154.0,61.65384615384615,35.52713678800501,4356,0.0,0.0
3226,15972,18,60,75,1417,1.0,1.0,2.0,73.0,176.0,50.61538461538461,9.313225746154785,3600,0.0,0.0
3227,15973,25,60,61,1576,1.0,3.0,2.0,68.0,150.0,57.84615384615385,9.313225746154785,3600,0.0,5326.0
3228,15974,23,61,66,1471,1.0,4.0,2.0,70.0,132.0,53.42307692307692,11.641532182693481,3721,0.0,0.0
3229,15975,17,61,81,1347,1.0,2.0,2.0,74.0,183.0,46.80769230769231,11.641532182693481,3721,0.0,0.0
3230,15976,29,68,68,1834,1.0,2.0,2.0,74.0,168.0,65.07692307692308,55.51115123125783,4624,0.0,0.0
3231,15977,23,65,70,1473,1.0,2.0,2.0,75.0,176.0,52.84615384615385,28.421709430404007,4225,0.0,0.0
3232,15978,26,70,73,1655,1.0,3.0,4.0,70.0,168.0,62.88461538461539,86.73617379884035,4900,0.0,5688.0
3233,15979,26,66,67,1803,1.0,3.0,3.0,71.0,165.0,61.53846153846154,35.52713678800501,4356,0.0,6821.0
3234,15980,33,68,68,1703,2.0,3.0,2.0,73.0,174.0,58.65384615384615,55.51115123125783,4624,0.0,0.0
3235,15981,26,64,65,1735,1.0,4.0,2.0,67.0,141.0,62.03846153846154,22.737367544323206,4096,0.0,6914.0
3236,15982,21,61,69,1507,1.0,2.0,3.0,70.0,168.0,53.42307692307692,11.641532182693481,3721,0.0,0.0
3237,15983,21,54,63,1354,1.0,3.0,2.0,72.0,157.0,46.73076923076923,2.44140625,2916,0.0,0.0
3238,15984,23,66,70,1683,1.0,3.0,2.0,72.0,165.0,60.5,35.52713678800501,4356,0.0,0.0
3239,15985,26,74,74,1922,1.0,3.0,2.0,72.0,157.0,72.6923076923077,211.75823681357508,5476,0.0,0.0
3240,15986,25,65,70,1413,1.0,3.0,2.0,69.0,159.0,50.30769230769231,28.421709430404007,4225,0.0,0.0
3241,15987,28,69,69,1703,1.0,4.0,3.0,67.0,148.0,61.23076923076923,69.38893903907228,4761,0.0,0.0
3242,15988,21,54,62,1429,1.0,2.0,3.0,70.0,152.0,49.15384615384615,2.44140625,2916,0.0,0.0
3243,15989,30,63,63,1568,1.0,3.0,2.0,70.0,157.0,58.30769230769231,18.189894035458565,3969,0.0,0.0
3244,15990,28,74,74,1783,1.0,3.0,3.0,74.0,170.0,62.15384615384615,211.75823681357508,5476,125.0,0.0
3245,15991,17,56,78,865,1.0,1.0,1.0,80.0,187.0,0.0,3.814697265625,3136,0.0,0.0
3246,15992,17,58,78,1329,1.0,2.0,2.0,72.0,165.0,46.15384615384615,5.9604644775390625,3364,298.0,0.0
3247,15993,29,70,70,1899,1.0,3.0,3.0,71.0,161.0,69.73076923076923,86.73617379884035,4900,0.0,0.0
3248,15994,21,73,85,1807,1.0,4.0,4.0,72.0,161.0,65.07692307692308,169.40658945086008,5329,0.0,23874.0
3249,15995,24,68,73,1801,1.0,3.0,2.0,71.0,185.0,64.3076923076923,55.51115123125783,4624,0.0,43711.0
3250,15996,28,64,64,1641,1.0,2.0,3.0,71.0,174.0,62.15384615384615,22.737367544323206,4096,0.0,5688.0
3251,15997,22,66,73,1731,1.0,3.0,3.0,72.0,174.0,62.11538461538461,35.52713678800501,4356,0.0,0.0
3252,15998,30,67,67,1697,1.0,3.0,3.0,66.0,141.0,62.0,44.40892098500626,4489,0.0,0.0
3253,15999,26,63,63,1611,1.0,3.0,2.0,69.0,146.0,59.46153846153846,18.189894035458565,3969,0.0,3135.0
3254,16000,24,64,67,1686,1.0,3.0,3.0,72.0,181.0,59.30769230769231,22.737367544323206,4096,0.0,0.0
3255,16001,30,73,73,1730,1.0,2.0,3.0,69.0,157.0,61.0,169.40658945086008,5329,0.0,0.0
3256,16002,30,64,64,1554,1.0,3.0,2.0,68.0,154.0,56.92307692307692,22.737367544323206,4096,0.0,0.0
3257,16003,24,71,77,1145,1.0,2.0,1.0,74.0,179.0,0.0,108.42021724855044,5041,0.0,15854.0
3258,16004,28,76,77,1874,1.0,3.0,3.0,74.0,198.0,71.23076923076923,330.8722450212111,5776,0.0,0.0
3259,16005,21,68,82,1769,1.0,2.0,3.0,72.0,165.0,66.26923076923077,55.51115123125783,4624,0.0,6975.0
3260,16006,29,55,55,1564,1.0,3.0,2.0,70.0,163.0,54.26923076923077,3.0517578125,3025,0.0,0.0
3261,16007,33,68,68,1200,1.0,2.0,1.0,77.0,201.0,0.0,55.51115123125783,4624,0.0,0.0
3262,16008,26,67,68,1707,1.0,4.0,3.0,73.0,174.0,59.03846153846154,44.40892098500626,4489,0.0,0.0
3263,16009,25,55,58,1556,1.0,2.0,2.0,72.0,170.0,56.15384615384615,3.0517578125,3025,0.0,12193.0
3264,16010,34,69,69,1717,1.0,3.0,3.0,66.0,137.0,61.11538461538461,69.38893903907228,4761,0.0,0.0
3265,16011,20,59,68,1559,1.0,3.0,2.0,71.0,154.0,55.80769230769231,7.450580596923828,3481,0.0,0.0
3266,16012,26,71,72,1846,1.0,2.0,3.0,70.0,163.0,65.23076923076923,108.42021724855044,5041,0.0,31326.0
3267,16013,31,69,69,1009,1.0,1.0,1.0,77.0,201.0,0.0,69.38893903907228,4761,0.0,56145.0
3268,16014,25,59,64,1439,1.0,3.0,2.0,70.0,154.0,50.42307692307692,7.450580596923828,3481,0.0,0.0
3269,16015,19,56,74,1409,1.0,3.0,2.0,72.0,168.0,52.07692307692308,3.814697265625,3136,0.0,0.0
3270,16016,26,62,64,1552,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
3271,16017,29,67,67,1762,1.0,2.0,2.0,71.0,168.0,62.76923076923077,44.40892098500626,4489,0.0,0.0
3272,16018,31,61,61,1618,1.0,2.0,2.0,73.0,198.0,58.30769230769231,11.641532182693481,3721,0.0,0.0
3273,16019,23,62,68,1557,1.0,3.0,3.0,68.0,132.0,57.34615384615385,14.551915228366852,3844,0.0,0.0
3274,16020,22,51,60,1397,1.0,3.0,2.0,71.0,163.0,49.57692307692308,1.25,2601,0.0,0.0
3275,16021,23,55,63,1147,1.0,2.0,1.0,72.0,190.0,0.0,3.0517578125,3025,0.0,5299.0
3276,16022,24,71,76,1921,1.0,4.0,3.0,68.0,154.0,68.92307692307692,108.42021724855044,5041,0.0,0.0
3277,16023,28,69,69,1908,1.0,3.0,2.0,72.0,183.0,69.34615384615384,69.38893903907228,4761,0.0,0.0
3278,16024,23,70,74,1535,1.0,4.0,2.0,74.0,172.0,57.84615384615385,86.73617379884035,4900,0.0,0.0
3279,16025,19,62,76,1393,1.0,3.0,2.0,71.0,154.0,49.80769230769231,14.551915228366852,3844,0.0,0.0
3280,16026,21,78,86,2031,2.0,4.0,4.0,70.0,161.0,72.84615384615384,516.9878828456423,6084,0.0,44474.0
3281,16027,28,70,72,1555,1.0,3.0,2.0,72.0,163.0,54.69230769230769,86.73617379884035,4900,0.0,0.0
3282,16028,23,55,65,1504,1.0,3.0,2.0,74.0,150.0,52.73076923076923,3.0517578125,3025,0.0,0.0
3283,16029,23,59,64,1385,1.0,2.0,2.0,72.0,190.0,50.26923076923077,7.450580596923828,3481,0.0,0.0
3284,16030,27,72,72,2004,1.0,2.0,3.0,67.0,132.0,71.26923076923077,135.52527156068805,5184,0.0,0.0
3285,16031,24,74,80,1727,1.0,3.0,2.0,73.0,165.0,64.38461538461539,211.75823681357508,5476,0.0,67544.0
3286,16032,31,76,76,1964,1.0,5.0,4.0,73.0,174.0,74.61538461538461,330.8722450212111,5776,0.0,37630.0
3287,16033,26,66,67,1863,1.0,3.0,3.0,71.0,161.0,64.61538461538461,35.52713678800501,4356,0.0,0.0
3288,16034,24,62,66,1449,1.0,4.0,2.0,76.0,185.0,54.57692307692308,14.551915228366852,3844,0.0,0.0
3289,16035,25,69,72,1851,1.0,3.0,3.0,71.0,161.0,65.5,69.38893903907228,4761,0.0,0.0
3290,16036,28,64,64,1716,1.0,3.0,3.0,71.0,150.0,61.61538461538461,22.737367544323206,4096,0.0,0.0
3291,16037,29,66,66,1685,1.0,3.0,3.0,66.0,132.0,58.19230769230769,35.52713678800501,4356,0.0,0.0
3292,16038,28,74,74,1896,2.0,3.0,3.0,68.0,154.0,66.1923076923077,211.75823681357508,5476,0.0,24228.0
3293,16039,19,60,75,1423,1.0,3.0,2.0,74.0,163.0,49.84615384615385,9.313225746154785,3600,0.0,0.0
3294,16040,24,59,64,1444,1.0,3.0,2.0,72.0,161.0,52.61538461538461,7.450580596923828,3481,0.0,0.0
3295,16041,17,50,66,1154,1.0,2.0,2.0,72.0,165.0,41.19230769230769,1.0,2500,0.0,0.0
3296,16042,18,51,63,1283,1.0,3.0,2.0,69.0,152.0,44.61538461538461,1.25,2601,0.0,0.0
3297,16043,26,62,63,1480,1.0,3.0,2.0,77.0,203.0,52.03846153846154,14.551915228366852,3844,0.0,0.0
3298,16044,22,68,77,1640,1.0,3.0,3.0,71.0,165.0,59.34615384615385,55.51115123125783,4624,0.0,0.0
3299,16045,32,60,60,955,1.0,3.0,1.0,72.0,161.0,0.0,9.313225746154785,3600,0.0,4422.0
3300,16046,35,66,66,1820,2.0,3.0,2.0,70.0,165.0,64.96153846153847,35.52713678800501,4356,0.0,5117.0
3301,16047,31,74,74,1770,1.0,3.0,2.0,73.0,165.0,66.42307692307692,211.75823681357508,5476,0.0,0.0
3302,16048,26,68,69,1664,1.0,2.0,3.0,67.0,143.0,60.19230769230769,55.51115123125783,4624,0.0,0.0
3303,16049,28,86,86,2114,3.0,3.0,2.0,70.0,168.0,79.15384615384616,3081.4879110195775,7396,298.0,0.0
3304,16050,22,72,79,1829,1.0,2.0,3.0,67.0,132.0,66.92307692307692,135.52527156068805,5184,0.0,0.0
3305,16051,36,67,67,1691,1.0,3.0,3.0,71.0,174.0,57.92307692307692,44.40892098500626,4489,0.0,0.0
3306,16052,23,72,78,1722,1.0,2.0,3.0,70.0,159.0,65.76923076923077,135.52527156068805,5184,0.0,13247.0
3307,16053,21,73,81,1895,1.0,2.0,3.0,72.0,176.0,70.5,169.40658945086008,5329,0.0,0.0
3308,16054,20,61,75,1602,1.0,3.0,2.0,69.0,148.0,58.84615384615385,11.641532182693481,3721,0.0,0.0
3309,16055,26,73,74,1832,1.0,3.0,3.0,70.0,161.0,69.76923076923077,169.40658945086008,5329,0.0,10239.0
3310,16056,25,72,75,1769,1.0,2.0,4.0,67.0,154.0,62.92307692307692,135.52527156068805,5184,0.0,0.0
3311,16057,30,68,68,1765,1.0,4.0,4.0,70.0,163.0,63.80769230769231,55.51115123125783,4624,0.0,1168.0
3312,16058,26,71,74,1618,1.0,2.0,2.0,76.0,187.0,58.11538461538461,108.42021724855044,5041,0.0,0.0
3313,16059,19,71,83,1604,1.0,4.0,2.0,73.0,179.0,57.96153846153846,108.42021724855044,5041,0.0,0.0
3314,16060,20,57,67,1553,1.0,3.0,3.0,72.0,154.0,54.0,4.76837158203125,3249,0.0,0.0
3315,16061,30,74,74,1936,2.0,4.0,3.0,73.0,172.0,70.5,211.75823681357508,5476,161.0,0.0
3316,16062,28,59,59,1402,1.0,3.0,2.0,73.0,176.0,48.80769230769231,7.450580596923828,3481,0.0,0.0
3317,16063,21,57,71,1561,1.0,3.0,2.0,75.0,181.0,56.42307692307692,4.76837158203125,3249,0.0,0.0
3318,16064,20,63,72,1448,1.0,3.0,2.0,73.0,165.0,51.03846153846154,18.189894035458565,3969,0.0,0.0
3319,16065,25,72,78,1486,1.0,3.0,2.0,74.0,185.0,55.26923076923077,135.52527156068805,5184,0.0,0.0
3320,16066,19,55,68,832,1.0,2.0,1.0,72.0,152.0,0.0,3.0517578125,3025,0.0,0.0
3321,16067,33,72,72,1881,2.0,4.0,3.0,70.0,154.0,67.53846153846153,135.52527156068805,5184,0.0,0.0
3322,16068,30,66,66,1540,1.0,3.0,3.0,71.0,163.0,55.26923076923077,35.52713678800501,4356,0.0,0.0
3323,16069,21,62,71,1554,1.0,3.0,2.0,69.0,163.0,56.76923076923077,14.551915228366852,3844,0.0,0.0
3324,16070,27,65,65,1800,1.0,4.0,3.0,71.0,172.0,64.07692307692308,28.421709430404007,4225,0.0,0.0
3325,16071,21,67,74,1540,1.0,3.0,2.0,72.0,185.0,55.30769230769231,44.40892098500626,4489,0.0,0.0
3326,16072,25,71,74,1731,1.0,3.0,2.0,76.0,207.0,65.84615384615384,108.42021724855044,5041,0.0,23874.0
3327,16073,21,58,66,899,1.0,2.0,1.0,72.0,165.0,0.0,5.9604644775390625,3364,0.0,0.0
3328,16074,22,64,75,1650,1.0,2.0,3.0,70.0,161.0,63.5,22.737367544323206,4096,0.0,0.0
3329,16075,24,73,77,1923,1.0,2.0,3.0,72.0,170.0,68.88461538461539,169.40658945086008,5329,0.0,22976.0
3330,16076,22,69,79,1551,1.0,1.0,2.0,74.0,174.0,57.15384615384615,69.38893903907228,4761,0.0,0.0
3331,16077,25,80,83,2178,3.0,3.0,4.0,71.0,170.0,78.03846153846153,807.7935669463161,6400,161.0,0.0
3332,16078,26,64,66,1688,1.0,4.0,3.0,69.0,172.0,60.46153846153846,22.737367544323206,4096,0.0,0.0
3333,16079,26,66,66,1624,1.0,2.0,2.0,67.0,152.0,59.73076923076923,35.52713678800501,4356,0.0,5861.0
3334,16080,22,75,82,2002,1.0,3.0,3.0,67.0,154.0,72.3076923076923,264.6977960169689,5625,0.0,44605.0
3335,16081,22,69,78,1740,1.0,3.0,3.0,65.0,146.0,60.0,69.38893903907228,4761,0.0,0.0
3336,16082,25,68,71,1817,1.0,3.0,3.0,70.0,168.0,64.8076923076923,55.51115123125783,4624,0.0,0.0
3337,16083,21,73,84,1686,1.0,4.0,3.0,76.0,194.0,60.69230769230769,169.40658945086008,5329,0.0,15768.0
3338,16084,20,56,66,1408,1.0,3.0,2.0,68.0,132.0,48.34615384615385,3.814697265625,3136,0.0,0.0
3339,16085,37,60,60,970,1.0,3.0,1.0,74.0,172.0,0.0,9.313225746154785,3600,0.0,23928.0
3340,16086,30,70,70,1749,1.0,3.0,2.0,71.0,165.0,63.69230769230769,86.73617379884035,4900,0.0,0.0
3341,16087,30,77,77,1736,2.0,3.0,2.0,73.0,176.0,62.5,413.59030627651384,5929,0.0,0.0
3342,16088,22,65,71,1591,1.0,3.0,2.0,69.0,141.0,55.15384615384615,28.421709430404007,4225,0.0,0.0
3343,16089,22,74,84,2064,1.0,4.0,3.0,69.0,154.0,73.34615384615384,211.75823681357508,5476,0.0,0.0
3344,16090,22,66,74,1605,1.0,3.0,2.0,73.0,187.0,56.65384615384615,35.52713678800501,4356,0.0,0.0
3345,16091,23,66,75,1440,1.0,3.0,2.0,73.0,174.0,50.80769230769231,35.52713678800501,4356,0.0,0.0
3346,16092,30,75,75,1943,1.0,3.0,3.0,73.0,168.0,70.65384615384616,264.6977960169689,5625,0.0,0.0
3347,16093,20,53,62,1245,1.0,3.0,2.0,72.0,168.0,41.0,1.953125,2809,0.0,0.0
3348,16094,23,59,65,1579,1.0,3.0,2.0,72.0,161.0,57.23076923076923,7.450580596923828,3481,0.0,12193.0
3349,16095,26,78,81,1632,1.0,4.0,2.0,76.0,194.0,63.30769230769231,516.9878828456423,6084,0.0,42891.0
3350,16096,24,70,74,1865,1.0,3.0,3.0,70.0,159.0,68.42307692307692,86.73617379884035,4900,0.0,0.0
3351,16097,18,48,63,1372,1.0,2.0,2.0,73.0,165.0,48.61538461538461,0.64,2304,0.0,0.0
3352,16098,20,54,68,1395,1.0,3.0,2.0,73.0,165.0,49.61538461538461,2.44140625,2916,0.0,1212.0
3353,16099,26,70,73,1587,1.0,4.0,2.0,76.0,194.0,60.15384615384615,86.73617379884035,4900,0.0,0.0
3354,16100,22,59,67,876,1.0,1.0,1.0,73.0,198.0,0.0,7.450580596923828,3481,0.0,0.0
3355,16101,20,56,65,1550,1.0,2.0,2.0,67.0,154.0,55.96153846153846,3.814697265625,3136,0.0,0.0
3356,16102,21,70,78,1662,1.0,3.0,3.0,72.0,154.0,59.80769230769231,86.73617379884035,4900,0.0,14984.0
3357,16103,28,80,80,2075,3.0,4.0,3.0,71.0,159.0,77.15384615384616,807.7935669463161,6400,0.0,0.0
3358,16104,27,66,66,1751,1.0,3.0,3.0,70.0,179.0,60.26923076923077,35.52713678800501,4356,0.0,0.0
3359,16105,22,63,74,1509,1.0,3.0,2.0,74.0,179.0,58.38461538461539,18.189894035458565,3969,0.0,0.0
3360,16106,23,60,66,1484,1.0,3.0,2.0,70.0,159.0,54.73076923076923,9.313225746154785,3600,0.0,0.0
3361,16107,26,76,77,1986,2.0,2.0,4.0,70.0,159.0,68.76923076923077,330.8722450212111,5776,0.0,13063.0
3362,16108,37,71,71,1867,2.0,3.0,3.0,72.0,168.0,67.84615384615384,108.42021724855044,5041,0.0,14685.0
3363,16109,26,63,63,1519,1.0,3.0,2.0,70.0,161.0,55.38461538461539,18.189894035458565,3969,0.0,0.0
3364,16110,19,60,71,1543,1.0,3.0,2.0,69.0,152.0,54.42307692307692,9.313225746154785,3600,0.0,0.0
3365,16111,25,58,62,1065,1.0,1.0,1.0,73.0,179.0,0.0,5.9604644775390625,3364,0.0,0.0
3366,16112,31,83,83,2074,4.0,3.0,3.0,74.0,190.0,75.03846153846153,1577.7218104420235,6889,298.0,0.0
3367,16113,35,63,63,1481,1.0,3.0,2.0,73.0,165.0,52.84615384615385,18.189894035458565,3969,0.0,0.0
3368,16114,18,51,71,1374,1.0,2.0,2.0,70.0,159.0,49.80769230769231,1.25,2601,0.0,0.0
3369,16115,16,57,77,1481,1.0,2.0,2.0,73.0,143.0,55.61538461538461,4.76837158203125,3249,0.0,0.0
3370,16116,19,63,78,1642,1.0,3.0,3.0,69.0,159.0,60.46153846153846,18.189894035458565,3969,0.0,0.0
3371,16117,26,70,72,1934,1.0,4.0,3.0,74.0,179.0,69.1923076923077,86.73617379884035,4900,0.0,0.0
3372,16118,26,60,64,973,1.0,3.0,1.0,74.0,172.0,0.0,9.313225746154785,3600,0.0,0.0
3373,16119,32,72,72,1916,1.0,3.0,2.0,75.0,183.0,67.38461538461539,135.52527156068805,5184,0.0,0.0
3374,16120,18,48,58,1354,1.0,2.0,2.0,73.0,176.0,49.34615384615385,0.64,2304,0.0,0.0
3375,16121,30,76,76,1867,1.0,4.0,3.0,70.0,165.0,70.96153846153847,330.8722450212111,5776,0.0,18741.0
3376,16122,23,58,65,1578,1.0,3.0,2.0,73.0,183.0,54.73076923076923,5.9604644775390625,3364,0.0,41214.0
3377,16123,18,55,76,1492,1.0,2.0,2.0,68.0,143.0,53.42307692307692,3.0517578125,3025,0.0,0.0
3378,16124,25,72,76,1671,1.0,3.0,2.0,75.0,196.0,61.53846153846154,135.52527156068805,5184,0.0,9373.0
3379,16125,26,62,63,1587,1.0,3.0,3.0,69.0,137.0,54.38461538461539,14.551915228366852,3844,0.0,0.0
3380,16126,25,77,80,1824,2.0,3.0,3.0,73.0,176.0,64.73076923076923,413.59030627651384,5929,0.0,14672.0
3381,16127,25,70,75,1695,1.0,3.0,2.0,73.0,172.0,63.80769230769231,86.73617379884035,4900,0.0,0.0
3382,16128,23,68,74,1768,1.0,2.0,3.0,70.0,170.0,63.84615384615385,55.51115123125783,4624,0.0,0.0
3383,16129,21,62,69,1674,1.0,2.0,2.0,72.0,152.0,59.38461538461539,14.551915228366852,3844,0.0,0.0
3384,16130,33,76,76,2042,2.0,3.0,3.0,73.0,172.0,72.42307692307692,330.8722450212111,5776,0.0,14672.0
3385,16131,22,63,68,1450,1.0,3.0,2.0,72.0,176.0,52.42307692307692,18.189894035458565,3969,0.0,4394.0
3386,16132,19,53,65,1370,1.0,3.0,2.0,69.0,154.0,46.11538461538461,1.953125,2809,0.0,0.0
3387,16133,21,67,73,1628,1.0,3.0,3.0,70.0,141.0,59.19230769230769,44.40892098500626,4489,0.0,0.0
3388,16134,23,67,73,1814,1.0,3.0,3.0,69.0,141.0,64.76923076923077,44.40892098500626,4489,0.0,0.0
3389,16135,29,73,73,1723,2.0,2.0,3.0,73.0,183.0,59.53846153846154,169.40658945086008,5329,0.0,14316.0
3390,16136,23,57,62,1049,1.0,3.0,1.0,72.0,168.0,0.0,4.76837158203125,3249,0.0,0.0
3391,16137,29,69,69,1662,1.0,3.0,3.0,69.0,150.0,59.57692307692308,69.38893903907228,4761,0.0,0.0
3392,16138,19,52,68,1312,1.0,3.0,2.0,71.0,159.0,45.46153846153846,1.5625,2704,0.0,0.0
3393,16139,33,64,64,1043,1.0,2.0,1.0,74.0,187.0,0.0,22.737367544323206,4096,0.0,0.0
3394,16140,28,90,90,2190,4.0,5.0,3.0,72.0,168.0,83.38461538461539,7523.16384526264,8100,307.0,0.0
3395,16141,22,66,75,1712,1.0,3.0,2.0,67.0,134.0,61.92307692307692,35.52713678800501,4356,0.0,0.0
3396,16142,22,57,66,1537,1.0,3.0,2.0,69.0,141.0,55.07692307692308,4.76837158203125,3249,0.0,0.0
3397,16143,30,66,66,1587,1.0,4.0,3.0,70.0,159.0,56.19230769230769,35.52713678800501,4356,0.0,0.0
3398,16144,19,61,74,1502,1.0,3.0,2.0,71.0,165.0,53.69230769230769,11.641532182693481,3721,0.0,0.0
3399,16145,20,64,75,939,1.0,2.0,1.0,76.0,194.0,0.0,22.737367544323206,4096,0.0,0.0
3400,16146,20,60,67,1447,1.0,3.0,2.0,70.0,137.0,52.5,9.313225746154785,3600,0.0,28684.0
3401,16147,26,73,75,1825,1.0,2.0,2.0,76.0,181.0,68.1923076923077,169.40658945086008,5329,0.0,12818.0
3402,16148,27,69,69,1722,1.0,4.0,3.0,71.0,161.0,59.0,69.38893903907228,4761,0.0,0.0
3403,16149,31,64,64,1477,1.0,3.0,2.0,72.0,161.0,51.76923076923077,22.737367544323206,4096,0.0,0.0
3404,16150,27,66,66,1539,1.0,2.0,2.0,74.0,196.0,55.30769230769231,35.52713678800501,4356,0.0,0.0
3405,16151,22,64,72,1543,1.0,3.0,3.0,68.0,154.0,54.69230769230769,22.737367544323206,4096,0.0,0.0
3406,16152,24,69,73,1747,1.0,3.0,3.0,72.0,161.0,64.1923076923077,69.38893903907228,4761,0.0,0.0
3407,16153,28,61,61,1484,1.0,3.0,2.0,72.0,161.0,53.26923076923077,11.641532182693481,3721,0.0,7343.0
3408,16154,32,73,73,1874,2.0,3.0,2.0,69.0,165.0,66.6923076923077,169.40658945086008,5329,0.0,20449.0
3409,16155,25,64,66,1824,1.0,3.0,2.0,70.0,161.0,62.80769230769231,22.737367544323206,4096,0.0,0.0
3410,16156,26,71,71,1718,1.0,2.0,3.0,72.0,176.0,59.73076923076923,108.42021724855044,5041,0.0,10624.0
3411,16157,29,66,66,1639,1.0,4.0,2.0,73.0,181.0,56.46153846153846,35.52713678800501,4356,0.0,41214.0
3412,16158,34,80,80,1199,2.0,2.0,1.0,76.0,174.0,0.0,807.7935669463161,6400,156.0,0.0
3413,16159,29,69,69,1869,1.0,3.0,3.0,71.0,170.0,66.0,69.38893903907228,4761,0.0,0.0
3414,16160,20,62,68,1504,1.0,3.0,2.0,74.0,198.0,54.5,14.551915228366852,3844,0.0,0.0
