,Ob,WageNew,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
5134,5135,1476,19,54,71,791,1.0,3.0,1.0,77.0,165.0,0.0,2.44140625,2916,0.0,0.0
5135,5136,54407,21,78,87,2088,2.0,5.0,4.0,69.0,159.0,74.76923076923077,516.9878828456423,6084,0.0,39595.0
5136,5137,3802,26,70,70,1567,2.0,4.0,3.0,75.0,165.0,57.23076923076923,86.73617379884035,4900,0.0,0.0
5137,5138,3597,21,62,74,1505,1.0,4.0,3.0,66.0,119.0,54.15384615384615,14.551915228366852,3844,0.0,0.0
5138,5139,3213,25,62,64,1473,1.0,3.0,2.0,73.0,165.0,50.03846153846154,14.551915228366852,3844,0.0,0.0
5139,5140,3761,29,66,66,1816,1.0,3.0,3.0,69.0,150.0,65.61538461538461,35.52713678800501,4356,0.0,5045.0
5140,5141,2998,25,59,62,1479,1.0,2.0,2.0,72.0,159.0,53.53846153846154,7.450580596923828,3481,0.0,8892.0
5141,5142,1743,26,72,73,1705,1.0,3.0,3.0,70.0,168.0,64.11538461538461,135.52527156068805,5184,0.0,0.0
5142,5143,5021,24,66,71,1731,1.0,4.0,3.0,72.0,174.0,62.57692307692308,35.52713678800501,4356,0.0,0.0
5143,5144,3192,22,64,69,1850,1.0,4.0,3.0,70.0,165.0,63.42307692307692,22.737367544323206,4096,0.0,0.0
5144,5145,1672,22,61,71,1019,1.0,3.0,1.0,77.0,185.0,0.0,11.641532182693481,3721,0.0,7662.0
5145,5146,1547,24,63,69,1316,1.0,3.0,2.0,78.0,185.0,48.38461538461539,18.189894035458565,3969,0.0,0.0
5146,5147,3119,24,61,67,1547,1.0,3.0,2.0,74.0,165.0,53.84615384615385,11.641532182693481,3721,0.0,0.0
5147,5148,121517,23,76,83,1806,1.0,3.0,3.0,71.0,159.0,61.69230769230769,330.8722450212111,5776,0.0,15854.0
5148,5149,11538,30,70,70,1716,1.0,3.0,2.0,75.0,170.0,61.38461538461539,86.73617379884035,4900,0.0,22604.0
5149,5150,5640,21,70,82,1711,1.0,3.0,3.0,71.0,165.0,59.57692307692308,86.73617379884035,4900,0.0,0.0
5150,5151,1867,25,62,68,979,1.0,1.0,1.0,74.0,183.0,0.0,14.551915228366852,3844,0.0,0.0
5151,5152,1155,24,67,73,1693,1.0,3.0,2.0,72.0,159.0,60.23076923076923,44.40892098500626,4489,0.0,0.0
5152,5153,39,30,64,64,1834,1.0,3.0,3.0,71.0,161.0,62.96153846153846,22.737367544323206,4096,0.0,0.0
5153,5154,1401,22,57,65,856,1.0,2.0,1.0,74.0,174.0,0.0,4.76837158203125,3249,0.0,0.0
5154,5155,1243,24,61,66,1559,1.0,3.0,2.0,71.0,165.0,57.23076923076923,11.641532182693481,3721,0.0,0.0
5155,5156,1534,29,74,74,1918,1.0,3.0,3.0,69.0,152.0,70.76923076923077,211.75823681357508,5476,0.0,0.0
5156,5157,2937,26,63,66,1590,1.0,3.0,2.0,72.0,172.0,58.38461538461539,18.189894035458565,3969,0.0,0.0
5157,5158,14668,24,69,73,1633,1.0,3.0,3.0,70.0,143.0,58.69230769230769,69.38893903907228,4761,0.0,0.0
5158,5159,42277,18,73,88,1835,1.0,3.0,3.0,67.0,130.0,68.42307692307692,169.40658945086008,5329,294.0,0.0
5159,5160,2049,24,68,70,1664,1.0,3.0,3.0,67.0,150.0,58.42307692307692,55.51115123125783,4624,0.0,0.0
5160,5161,4761,23,64,71,1456,1.0,2.0,2.0,76.0,174.0,53.61538461538461,22.737367544323206,4096,0.0,10239.0
5161,5162,1945,19,56,66,1079,1.0,3.0,1.0,72.0,170.0,0.0,3.814697265625,3136,0.0,0.0
5162,5163,10550,34,69,69,1066,1.0,3.0,1.0,72.0,179.0,0.0,69.38893903907228,4761,0.0,7840.0
5163,5164,11558,34,72,72,1858,1.0,3.0,2.0,73.0,165.0,66.65384615384616,135.52527156068805,5184,0.0,0.0
5164,5165,2987,24,67,72,1473,1.0,2.0,2.0,77.0,179.0,54.30769230769231,44.40892098500626,4489,0.0,9830.0
5165,5166,10754,20,62,77,1587,1.0,3.0,3.0,70.0,163.0,54.5,14.551915228366852,3844,0.0,0.0
5166,5167,6555,22,66,77,1721,1.0,4.0,3.0,68.0,143.0,63.07692307692308,35.52713678800501,4356,0.0,0.0
5167,5168,10548,23,70,75,1759,1.0,3.0,3.0,70.0,141.0,62.19230769230769,86.73617379884035,4900,0.0,23246.0
5168,5169,10831,25,69,74,1770,1.0,3.0,2.0,74.0,181.0,60.03846153846154,69.38893903907228,4761,0.0,0.0
5169,5170,4280,33,67,67,1398,1.0,3.0,2.0,75.0,196.0,53.11538461538461,44.40892098500626,4489,0.0,1589.0
5170,5171,5174,27,67,67,1684,1.0,3.0,3.0,69.0,141.0,61.96153846153846,44.40892098500626,4489,0.0,0.0
5171,5172,3626,22,64,75,1628,1.0,3.0,4.0,72.0,157.0,58.65384615384615,22.737367544323206,4096,0.0,0.0
5172,5173,18756,30,77,77,1827,2.0,3.0,3.0,72.0,161.0,65.57692307692308,413.59030627651384,5929,0.0,0.0
5173,5174,2909,21,68,77,1745,1.0,2.0,3.0,70.0,174.0,62.65384615384615,55.51115123125783,4624,0.0,8389.0
5174,5175,2488,27,59,61,1336,1.0,2.0,2.0,72.0,176.0,45.19230769230769,7.450580596923828,3481,0.0,0.0
5175,5176,1288,21,58,65,1561,1.0,4.0,2.0,74.0,163.0,57.42307692307692,5.9604644775390625,3364,0.0,0.0
5176,5177,7834,26,71,74,1719,1.0,3.0,2.0,75.0,181.0,64.03846153846153,108.42021724855044,5041,0.0,0.0
5177,5178,2614,27,66,69,1125,1.0,3.0,1.0,76.0,190.0,0.0,35.52713678800501,4356,0.0,0.0
5178,5179,2086,23,62,69,1503,1.0,3.0,2.0,70.0,168.0,53.30769230769231,14.551915228366852,3844,0.0,0.0
5179,5180,61404,27,75,76,1934,1.0,4.0,3.0,70.0,148.0,70.03846153846153,264.6977960169689,5625,0.0,0.0
5180,5181,8556,21,67,75,1575,1.0,3.0,2.0,72.0,176.0,58.03846153846154,44.40892098500626,4489,0.0,21032.0
5181,5182,1611,24,50,53,1276,1.0,3.0,2.0,71.0,161.0,44.69230769230769,1.0,2500,0.0,0.0
5182,5183,5818,22,61,69,1612,1.0,2.0,2.0,69.0,159.0,58.5,11.641532182693481,3721,0.0,0.0
5183,5184,1512,18,64,77,1631,1.0,3.0,3.0,69.0,154.0,60.11538461538461,22.737367544323206,4096,0.0,0.0
5184,5185,29220,37,74,74,1865,1.0,3.0,3.0,71.0,168.0,70.5,211.75823681357508,5476,0.0,42891.0
5185,5186,5771,20,65,74,1426,1.0,4.0,4.0,71.0,165.0,55.15384615384615,28.421709430404007,4225,0.0,21032.0
5186,5187,8754,34,67,67,1721,1.0,5.0,3.0,71.0,161.0,59.88461538461539,44.40892098500626,4489,0.0,0.0
5187,5188,62935,24,75,81,1830,1.0,4.0,4.0,70.0,170.0,64.84615384615384,264.6977960169689,5625,0.0,44474.0
5188,5189,6603,27,63,66,919,1.0,3.0,1.0,77.0,194.0,0.0,18.189894035458565,3969,0.0,30072.0
5189,5190,1373,22,62,70,1662,1.0,3.0,2.0,70.0,159.0,61.07692307692308,14.551915228366852,3844,0.0,0.0
5190,5191,9363,24,68,74,1613,1.0,3.0,3.0,76.0,181.0,56.34615384615385,55.51115123125783,4624,0.0,0.0
5191,5192,4974,21,66,75,1682,1.0,2.0,2.0,70.0,159.0,55.96153846153846,35.52713678800501,4356,0.0,0.0
5192,5193,33500,21,80,87,1879,1.0,3.0,3.0,71.0,172.0,70.65384615384616,807.7935669463161,6400,0.0,37630.0
5193,5194,59712,26,72,75,1772,1.0,2.0,3.0,72.0,187.0,61.5,135.52527156068805,5184,0.0,0.0
5194,5195,3884,27,63,64,1454,1.0,3.0,2.0,70.0,154.0,52.80769230769231,18.189894035458565,3969,0.0,0.0
5195,5196,2093,19,49,67,1392,1.0,3.0,2.0,72.0,143.0,49.46153846153846,0.8,2401,0.0,10908.0
5196,5197,7121,21,67,75,1643,1.0,3.0,3.0,69.0,150.0,63.0,44.40892098500626,4489,0.0,30477.0
5197,5198,2409,18,65,78,1729,1.0,3.0,3.0,72.0,165.0,63.96153846153846,28.421709430404007,4225,0.0,0.0
5198,5199,30293,34,77,77,1592,2.0,3.0,2.0,73.0,168.0,58.96153846153846,413.59030627651384,5929,0.0,23874.0
5199,5200,2547,20,59,70,1449,1.0,3.0,2.0,69.0,152.0,51.96153846153846,7.450580596923828,3481,0.0,0.0
5200,5201,3454,37,67,67,1778,1.0,3.0,3.0,67.0,143.0,62.07692307692308,44.40892098500626,4489,0.0,0.0
5201,5202,5294,21,67,75,1622,1.0,3.0,3.0,74.0,157.0,57.84615384615385,44.40892098500626,4489,0.0,0.0
5202,5203,13941,30,77,77,1854,2.0,4.0,4.0,63.0,126.0,64.96153846153847,413.59030627651384,5929,0.0,0.0
5203,5204,1270,20,63,71,1596,1.0,3.0,3.0,71.0,165.0,56.76923076923077,18.189894035458565,3969,0.0,0.0
5204,5205,5272,18,64,84,1425,1.0,2.0,3.0,67.0,143.0,52.11538461538461,22.737367544323206,4096,0.0,37630.0
5205,5206,20370,30,73,73,1576,1.0,3.0,2.0,73.0,172.0,58.19230769230769,169.40658945086008,5329,0.0,13948.0
5206,5207,10877,23,70,77,1791,1.0,3.0,2.0,68.0,139.0,65.3076923076923,86.73617379884035,4900,0.0,13866.0
5207,5208,5785,25,64,66,1573,1.0,3.0,2.0,67.0,143.0,57.92307692307692,22.737367544323206,4096,0.0,0.0
5208,5209,5995,29,65,65,1667,1.0,4.0,3.0,72.0,154.0,57.23076923076923,28.421709430404007,4225,0.0,0.0
5209,5210,11806,26,71,73,1948,1.0,5.0,3.0,68.0,146.0,69.5,108.42021724855044,5041,0.0,0.0
5210,5211,46208,22,76,83,1812,2.0,3.0,2.0,72.0,181.0,66.0,330.8722450212111,5776,0.0,56145.0
5211,5212,2738,20,64,74,1715,1.0,3.0,3.0,69.0,159.0,62.42307692307692,22.737367544323206,4096,0.0,0.0
5212,5213,49956,21,77,84,1806,1.0,5.0,3.0,73.0,168.0,66.61538461538461,413.59030627651384,5929,292.0,0.0
5213,5214,1571,23,61,69,1552,1.0,3.0,2.0,74.0,172.0,55.84615384615385,11.641532182693481,3721,0.0,0.0
5214,5215,1322,32,72,72,1871,1.0,3.0,3.0,68.0,154.0,66.34615384615384,135.52527156068805,5184,0.0,0.0
5215,5216,3389,27,65,66,1707,1.0,3.0,2.0,72.0,154.0,63.53846153846154,28.421709430404007,4225,0.0,5912.0
5216,5217,7410,26,65,66,1536,1.0,3.0,2.0,70.0,168.0,57.38461538461539,28.421709430404007,4225,0.0,0.0
5217,5218,1161,19,64,74,1696,1.0,4.0,3.0,70.0,143.0,61.03846153846154,22.737367544323206,4096,0.0,0.0
5218,5219,25633,30,69,69,1891,1.0,3.0,3.0,70.0,159.0,67.6923076923077,69.38893903907228,4761,0.0,43711.0
5219,5220,78843,27,81,82,2114,2.0,4.0,3.0,72.0,176.0,77.11538461538461,1009.7419586828951,6561,0.0,71381.0
5220,5221,15069,29,69,69,2036,1.0,2.0,3.0,67.0,161.0,69.92307692307692,69.38893903907228,4761,0.0,0.0
5221,5222,1178,21,64,75,1482,1.0,3.0,3.0,71.0,176.0,52.84615384615385,22.737367544323206,4096,0.0,0.0
5222,5223,1502,20,60,72,1428,1.0,3.0,2.0,67.0,132.0,51.34615384615385,9.313225746154785,3600,0.0,0.0
5223,5224,4821,34,72,72,1866,2.0,4.0,3.0,72.0,165.0,65.6923076923077,135.52527156068805,5184,0.0,0.0
5224,5225,1225,18,59,75,1499,1.0,3.0,2.0,72.0,163.0,50.34615384615385,7.450580596923828,3481,0.0,0.0
5225,5226,1892,22,64,70,1787,1.0,3.0,2.0,71.0,165.0,63.57692307692308,22.737367544323206,4096,0.0,0.0
5226,5227,15672,32,72,72,1805,1.0,3.0,3.0,69.0,141.0,66.53846153846153,135.52527156068805,5184,0.0,15854.0
5227,5228,3880,27,67,67,1641,1.0,4.0,3.0,73.0,174.0,58.38461538461539,44.40892098500626,4489,0.0,0.0
5228,5229,5797,24,68,72,1035,1.0,3.0,1.0,76.0,181.0,0.0,55.51115123125783,4624,0.0,0.0
5229,5230,1310,19,54,69,1156,1.0,2.0,2.0,75.0,154.0,44.5,2.44140625,2916,0.0,0.0
5230,5231,3934,34,67,67,1462,1.0,3.0,2.0,76.0,185.0,51.26923076923077,44.40892098500626,4489,0.0,0.0
5231,5232,6129,24,67,72,1100,1.0,3.0,1.0,75.0,187.0,0.0,44.40892098500626,4489,0.0,17599.0
5232,5233,2128,28,59,59,1543,1.0,3.0,3.0,70.0,146.0,53.15384615384615,7.450580596923828,3481,0.0,3135.0
5233,5234,2935,20,66,74,1694,1.0,2.0,2.0,70.0,154.0,63.15384615384615,35.52713678800501,4356,0.0,0.0
5234,5235,20701,34,71,71,1976,2.0,3.0,3.0,70.0,161.0,71.88461538461539,108.42021724855044,5041,0.0,21603.0
5235,5236,1167,18,53,72,1473,1.0,2.0,2.0,69.0,137.0,52.0,1.953125,2809,0.0,0.0
5236,5237,2390,21,53,67,1401,1.0,3.0,2.0,71.0,154.0,50.76923076923077,1.953125,2809,0.0,1231.0
5237,5238,2971,22,61,69,1645,1.0,3.0,2.0,71.0,150.0,58.76923076923077,11.641532182693481,3721,0.0,0.0
5238,5239,3713,23,66,72,1679,1.0,3.0,2.0,68.0,152.0,60.53846153846154,35.52713678800501,4356,0.0,3983.0
5239,5240,3272,21,65,69,1642,1.0,3.0,2.0,73.0,161.0,61.07692307692308,28.421709430404007,4225,0.0,0.0
5240,5241,25625,23,71,78,1837,1.0,3.0,3.0,69.0,159.0,66.15384615384616,108.42021724855044,5041,0.0,0.0
5241,5242,1851,19,59,74,1338,1.0,3.0,2.0,73.0,172.0,48.03846153846154,7.450580596923828,3481,0.0,0.0
5242,5243,4300,22,66,76,1472,1.0,3.0,2.0,72.0,165.0,54.76923076923077,35.52713678800501,4356,0.0,0.0
5243,5244,17578,21,68,74,1803,1.0,3.0,3.0,69.0,165.0,64.3076923076923,55.51115123125783,4624,0.0,0.0
5244,5245,13966,32,78,78,2041,3.0,3.0,4.0,72.0,163.0,73.96153846153847,516.9878828456423,6084,0.0,0.0
5245,5246,1522,21,58,70,1509,1.0,2.0,2.0,71.0,183.0,53.11538461538461,5.9604644775390625,3364,0.0,0.0
5246,5247,1636,20,61,71,1643,1.0,3.0,2.0,69.0,150.0,59.76923076923077,11.641532182693481,3721,0.0,0.0
5247,5248,2736,20,60,75,1563,1.0,3.0,2.0,72.0,165.0,55.92307692307692,9.313225746154785,3600,0.0,10681.0
5248,5249,3427,24,61,63,1512,1.0,3.0,3.0,67.0,154.0,52.03846153846154,11.641532182693481,3721,0.0,0.0
5249,5250,17306,18,70,83,1854,1.0,4.0,3.0,72.0,163.0,67.96153846153847,86.73617379884035,4900,0.0,0.0
5250,5251,4834,33,66,66,1896,1.0,3.0,3.0,73.0,152.0,66.73076923076923,35.52713678800501,4356,0.0,0.0
5251,5252,3535,32,66,66,1697,1.0,3.0,2.0,70.0,157.0,60.26923076923077,35.52713678800501,4356,0.0,0.0
5252,5253,3891,30,66,66,1921,1.0,4.0,3.0,69.0,154.0,66.15384615384616,35.52713678800501,4356,0.0,0.0
5253,5254,3463,36,64,64,1683,1.0,3.0,3.0,72.0,141.0,58.5,22.737367544323206,4096,0.0,0.0
5254,5255,39700,22,73,82,1993,1.0,3.0,3.0,71.0,179.0,71.73076923076923,169.40658945086008,5329,0.0,21903.0
5255,5256,14040,20,71,81,1712,1.0,4.0,3.0,71.0,150.0,65.96153846153847,108.42021724855044,5041,0.0,18475.0
5256,5257,13992,34,70,70,1735,1.0,4.0,3.0,71.0,163.0,63.26923076923077,86.73617379884035,4900,0.0,0.0
5257,5258,3362,28,67,69,1098,1.0,2.0,1.0,72.0,181.0,0.0,44.40892098500626,4489,0.0,0.0
5258,5259,4336,25,61,64,1573,1.0,3.0,2.0,74.0,179.0,60.15384615384615,11.641532182693481,3721,0.0,22604.0
5259,5260,4988,25,63,66,1517,1.0,2.0,2.0,77.0,192.0,56.65384615384615,18.189894035458565,3969,0.0,0.0
5260,5261,4829,33,68,68,1753,1.0,4.0,2.0,69.0,163.0,61.96153846153846,55.51115123125783,4624,0.0,0.0
5261,5262,1957,18,60,71,1337,1.0,3.0,2.0,73.0,179.0,47.03846153846154,9.313225746154785,3600,0.0,0.0
5262,5263,28916,29,70,70,1833,1.0,3.0,3.0,69.0,168.0,65.92307692307692,86.73617379884035,4900,0.0,0.0
5263,5264,6949,34,72,72,1078,1.0,2.0,1.0,72.0,170.0,0.0,135.52527156068805,5184,0.0,0.0
5264,5265,2631,32,64,64,1777,1.0,3.0,2.0,72.0,172.0,63.46153846153846,22.737367544323206,4096,0.0,0.0
5265,5266,3342,25,60,63,1669,1.0,3.0,2.0,67.0,154.0,58.34615384615385,9.313225746154785,3600,0.0,0.0
5266,5267,1736,17,50,67,1248,1.0,2.0,2.0,70.0,165.0,43.76923076923077,1.0,2500,0.0,0.0
5267,5268,31919,28,74,74,1969,1.0,4.0,2.0,71.0,172.0,70.23076923076923,211.75823681357508,5476,0.0,14984.0
5268,5269,8256,20,70,81,1717,1.0,3.0,3.0,66.0,150.0,62.15384615384615,86.73617379884035,4900,0.0,0.0
5269,5270,3482,20,68,77,1686,1.0,4.0,3.0,72.0,168.0,58.80769230769231,55.51115123125783,4624,0.0,0.0
5270,5271,4974,21,67,80,1634,1.0,3.0,3.0,70.0,170.0,56.92307692307692,44.40892098500626,4489,0.0,0.0
5271,5272,3220,27,59,59,1530,1.0,3.0,2.0,71.0,159.0,53.38461538461539,7.450580596923828,3481,0.0,13459.0
5272,5273,2707,26,68,71,1421,1.0,2.0,2.0,74.0,161.0,51.07692307692308,55.51115123125783,4624,0.0,2571.0
5273,5274,17329,20,70,80,1542,1.0,3.0,2.0,75.0,165.0,58.84615384615385,86.73617379884035,4900,0.0,0.0
5274,5275,18817,27,80,83,1291,2.0,4.0,1.0,74.0,194.0,0.0,807.7935669463161,6400,0.0,0.0
5275,5276,3607,32,64,64,1644,2.0,3.0,2.0,72.0,161.0,58.34615384615385,22.737367544323206,4096,0.0,7305.0
5276,5277,2373,26,65,69,1559,1.0,3.0,2.0,74.0,163.0,58.92307692307692,28.421709430404007,4225,0.0,0.0
5277,5278,7103,26,68,68,1842,1.0,2.0,2.0,70.0,157.0,66.11538461538461,55.51115123125783,4624,0.0,0.0
5278,5279,5217,24,69,74,1730,1.0,4.0,4.0,73.0,181.0,61.30769230769231,69.38893903907228,4761,0.0,0.0
5279,5280,4764,28,67,67,1773,1.0,4.0,3.0,72.0,161.0,61.15384615384615,44.40892098500626,4489,0.0,0.0
5280,5281,20987,33,71,71,1763,2.0,2.0,3.0,67.0,170.0,63.88461538461539,108.42021724855044,5041,0.0,0.0
5281,5282,9701,26,66,66,1823,1.0,2.0,3.0,74.0,179.0,64.76923076923077,35.52713678800501,4356,0.0,0.0
5282,5283,1754,19,57,73,1421,1.0,3.0,2.0,66.0,134.0,51.96153846153846,4.76837158203125,3249,0.0,0.0
5283,5284,24212,21,77,85,1980,1.0,3.0,3.0,75.0,176.0,76.15384615384616,413.59030627651384,5929,0.0,33083.0
5284,5285,1710,22,72,81,1819,1.0,2.0,3.0,71.0,176.0,66.11538461538461,135.52527156068805,5184,0.0,0.0
5285,5286,1702,29,66,67,1009,1.0,1.0,1.0,72.0,185.0,0.0,35.52713678800501,4356,0.0,0.0
5286,5287,1282,18,52,67,1408,1.0,3.0,2.0,74.0,148.0,50.11538461538461,1.5625,2704,0.0,0.0
5287,5288,6064,34,69,69,1778,1.0,3.0,2.0,72.0,176.0,62.84615384615385,69.38893903907228,4761,0.0,0.0
5288,5289,2435,23,66,72,1719,1.0,3.0,3.0,69.0,157.0,63.42307692307692,35.52713678800501,4356,0.0,0.0
5289,5290,2015,18,58,76,1444,1.0,3.0,2.0,68.0,150.0,52.53846153846154,5.9604644775390625,3364,0.0,0.0
5290,5291,10439,24,68,72,1797,1.0,3.0,2.0,72.0,170.0,63.76923076923077,55.51115123125783,4624,0.0,20604.0
5291,5292,3691,22,63,74,1569,1.0,4.0,3.0,73.0,161.0,54.46153846153846,18.189894035458565,3969,0.0,0.0
5292,5293,94305,28,75,75,1771,1.0,3.0,3.0,72.0,181.0,62.73076923076923,264.6977960169689,5625,128.0,0.0
5293,5294,3303,27,63,66,1358,1.0,2.0,2.0,75.0,198.0,48.46153846153846,18.189894035458565,3969,0.0,0.0
5294,5295,5911,33,66,66,1425,1.0,3.0,2.0,73.0,183.0,49.5,35.52713678800501,4356,0.0,0.0
5295,5296,2619,22,64,69,1701,1.0,3.0,2.0,69.0,146.0,62.23076923076923,22.737367544323206,4096,0.0,3983.0
5296,5297,605,22,67,72,1735,1.0,3.0,3.0,69.0,154.0,60.96153846153846,44.40892098500626,4489,0.0,0.0
5297,5298,4626,23,69,74,1819,1.0,3.0,3.0,68.0,154.0,66.38461538461539,69.38893903907228,4761,0.0,0.0
5298,5299,17540,31,71,71,1687,1.0,2.0,3.0,72.0,174.0,59.80769230769231,108.42021724855044,5041,0.0,0.0
5299,5300,19828,23,73,78,1926,1.0,3.0,3.0,71.0,165.0,71.46153846153847,169.40658945086008,5329,0.0,0.0
5300,5301,40310,33,77,77,2017,2.0,2.0,3.0,71.0,157.0,73.5,413.59030627651384,5929,0.0,0.0
5301,5302,2360,32,62,62,1637,2.0,4.0,2.0,70.0,152.0,58.65384615384615,14.551915228366852,3844,0.0,3983.0
5302,5303,54159,29,78,78,1949,2.0,4.0,3.0,75.0,190.0,68.3076923076923,516.9878828456423,6084,0.0,0.0
5303,5304,2440,29,67,67,1564,1.0,3.0,2.0,76.0,181.0,54.30769230769231,44.40892098500626,4489,0.0,0.0
5304,5305,1449,32,70,70,1776,1.0,3.0,2.0,73.0,172.0,63.61538461538461,86.73617379884035,4900,0.0,0.0
5305,5306,2595,25,66,70,1063,1.0,2.0,1.0,73.0,174.0,0.0,35.52713678800501,4356,0.0,0.0
5306,5307,2433,24,60,67,1115,1.0,2.0,1.0,74.0,187.0,0.0,9.313225746154785,3600,0.0,0.0
5307,5308,10747,28,76,77,1243,1.0,3.0,1.0,74.0,170.0,0.0,330.8722450212111,5776,0.0,0.0
5308,5309,16424,32,70,70,1636,1.0,4.0,3.0,70.0,152.0,61.03846153846154,86.73617379884035,4900,0.0,0.0
5309,5310,2415,27,60,60,1740,1.0,3.0,2.0,69.0,165.0,61.03846153846154,9.313225746154785,3600,0.0,0.0
5310,5311,13075,30,66,66,1636,1.0,3.0,3.0,70.0,146.0,56.84615384615385,35.52713678800501,4356,0.0,0.0
5311,5312,8238,24,71,74,1776,1.0,3.0,3.0,69.0,150.0,64.96153846153847,108.42021724855044,5041,0.0,0.0
5312,5313,8606,25,67,70,1587,1.0,3.0,2.0,71.0,170.0,58.26923076923077,44.40892098500626,4489,0.0,9717.0
5313,5314,11971,25,66,72,1791,1.0,4.0,3.0,71.0,174.0,64.92307692307692,35.52713678800501,4356,0.0,0.0
5314,5315,36074,28,82,82,2152,2.0,4.0,4.0,67.0,141.0,77.23076923076923,1262.177448353619,6724,0.0,23246.0
5315,5316,4962,28,67,67,1859,1.0,3.0,3.0,72.0,168.0,66.3076923076923,44.40892098500626,4489,0.0,0.0
5316,5317,1873,19,58,74,1539,1.0,3.0,2.0,66.0,143.0,52.80769230769231,5.9604644775390625,3364,0.0,0.0
5317,5318,1578,17,51,74,1154,1.0,3.0,2.0,73.0,168.0,38.5,1.25,2601,0.0,17612.0
5318,5319,2768,24,70,76,1112,1.0,2.0,1.0,73.0,170.0,0.0,86.73617379884035,4900,0.0,0.0
5319,5320,2320,25,59,61,1658,1.0,3.0,2.0,68.0,141.0,56.42307692307692,7.450580596923828,3481,0.0,41214.0
5320,5321,8069,24,67,74,1503,1.0,2.0,2.0,72.0,170.0,53.0,44.40892098500626,4489,0.0,0.0
5321,5322,1516,30,67,67,1700,1.0,4.0,3.0,69.0,170.0,57.38461538461539,44.40892098500626,4489,0.0,0.0
5322,5323,5639,32,73,73,1770,1.0,4.0,3.0,67.0,148.0,63.92307692307692,169.40658945086008,5329,0.0,0.0
5323,5324,65604,30,79,79,1939,2.0,2.0,3.0,72.0,168.0,73.23076923076923,646.2348535570528,6241,0.0,0.0
5324,5325,8139,31,72,72,2025,1.0,4.0,3.0,71.0,170.0,72.07692307692308,135.52527156068805,5184,0.0,7662.0
5325,5326,11776,34,73,73,1140,1.0,3.0,1.0,73.0,172.0,0.0,169.40658945086008,5329,0.0,0.0
5326,5327,15030,32,73,73,2050,3.0,3.0,3.0,71.0,174.0,73.84615384615384,169.40658945086008,5329,0.0,20182.0
5327,5328,2689,28,67,69,1576,1.0,3.0,2.0,71.0,163.0,56.46153846153846,44.40892098500626,4489,0.0,0.0
5328,5329,3234,27,61,61,1470,1.0,3.0,3.0,69.0,146.0,50.5,11.641532182693481,3721,0.0,0.0
5329,5330,18519,23,72,77,1670,1.0,2.0,2.0,75.0,183.0,64.5,135.52527156068805,5184,0.0,0.0
5330,5331,36106,25,74,79,1957,1.0,3.0,3.0,75.0,176.0,71.57692307692308,211.75823681357508,5476,134.0,0.0
5331,5332,4859,26,65,65,1528,1.0,1.0,2.0,72.0,157.0,53.0,28.421709430404007,4225,0.0,0.0
5332,5333,2109,32,65,65,1691,1.0,3.0,2.0,69.0,148.0,60.57692307692308,28.421709430404007,4225,0.0,0.0
5333,5334,9486,26,70,71,1801,1.0,4.0,3.0,68.0,139.0,65.1923076923077,86.73617379884035,4900,0.0,6489.0
5334,5335,1207,32,61,61,1629,1.0,3.0,2.0,71.0,159.0,57.57692307692308,11.641532182693481,3721,0.0,0.0
5335,5336,15334,31,72,72,1846,1.0,5.0,3.0,70.0,143.0,66.0,135.52527156068805,5184,0.0,42126.0
5336,5337,4684,28,69,69,1892,1.0,4.0,3.0,72.0,168.0,68.42307692307692,69.38893903907228,4761,0.0,0.0
5337,5338,17771,31,73,73,1105,1.0,3.0,1.0,77.0,187.0,0.0,169.40658945086008,5329,0.0,14316.0
5338,5339,5097,33,64,64,1798,1.0,5.0,2.0,66.0,150.0,61.76923076923077,22.737367544323206,4096,0.0,10908.0
5339,5340,42956,32,74,74,1932,2.0,4.0,4.0,71.0,168.0,69.42307692307692,211.75823681357508,5476,0.0,0.0
5340,5341,5818,27,66,66,1711,1.0,4.0,3.0,70.0,150.0,59.46153846153846,35.52713678800501,4356,0.0,0.0
5341,5342,1354,23,66,74,1733,1.0,3.0,2.0,70.0,185.0,61.73076923076923,35.52713678800501,4356,0.0,0.0
5342,5343,2672,20,56,69,1387,1.0,3.0,3.0,70.0,146.0,48.26923076923077,3.814697265625,3136,0.0,0.0
5343,5344,1335,19,52,64,1447,1.0,3.0,2.0,70.0,154.0,51.96153846153846,1.5625,2704,0.0,0.0
5344,5345,3747,23,64,71,1589,1.0,3.0,2.0,70.0,168.0,55.53846153846154,22.737367544323206,4096,0.0,0.0
5345,5346,30269,25,76,80,1810,1.0,3.0,2.0,74.0,165.0,66.88461538461539,330.8722450212111,5776,0.0,18475.0
5346,5347,23681,23,70,78,1909,1.0,5.0,3.0,72.0,159.0,67.73076923076923,86.73617379884035,4900,0.0,0.0
5347,5348,17437,27,69,69,1581,1.0,3.0,2.0,73.0,154.0,57.34615384615385,69.38893903907228,4761,0.0,0.0
5348,5349,3166,21,50,58,1450,1.0,3.0,2.0,69.0,146.0,50.46153846153846,1.0,2500,0.0,23928.0
5349,5350,2875,29,58,58,1422,1.0,2.0,2.0,70.0,165.0,50.03846153846154,5.9604644775390625,3364,0.0,0.0
